Unnamed: 0,Datetime,Tweet Id,Metaphor[1or0],Mapping,Hashtags_sp,AltMapping
580,2020-03-18 18:34:37+00:00,1240345882748305408,1,Prison,"['coronavirusindia', 'covid2019']",
581,2020-03-18 18:31:02+00:00,1240344978963853312,1,Darkness,['covid19'],
582,2020-03-18 18:23:26+00:00,1240343067095207936,1,Miracle,['coronavirusindia'],
583,2020-03-18 18:17:47+00:00,1240341644676751361,0,Success/Challenge,['covid'],
584,2020-03-18 18:09:39+00:00,1240339599710281728,1,Storm,['covid19'],
585,2020-03-18 18:02:50+00:00,1240337884739072001,0,Lesson/Teacher,"['covid2019india', 'coronavirus']",
586,2020-03-18 17:58:55+00:00,1240336898968567809,1,Monster,['covid19'],
587,2020-03-18 17:54:38+00:00,1240335819342090240,1,War,"['covid19', 'covid2019india']",
588,2020-03-18 17:50:58+00:00,1240334897518002176,1,War,['indiafightscorona'],
589,2020-03-18 17:48:34+00:00,1240334294167371776,1,Monster,"['coronavirusupdate', 'covid2019india', 'coronaviruschallenge', 'coronavirusindia', 'corona', 'coronavirusoutbreak']",
590,2020-03-18 17:42:58+00:00,1240332884193370113,1,Prison,['coronavirusindia'],
591,2020-03-18 17:36:26+00:00,1240331238738513921,1,War,"['covid19', 'covid2019india', 'coronavirusupdate', 'coronaviruschallenge', 'covidãƒ¼19', 'covid2019', 'coronavirus', 'coronavirusindia', 'coronavirusoutbreak']",
592,2020-03-18 17:31:49+00:00,1240330079038623749,0,Monster,['coronaviruspakistan'],
593,2020-03-18 17:30:29+00:00,1240329743313952768,0,Hammer,['coronavirus'],
594,2020-03-18 17:21:53+00:00,1240327577929003008,1,War,['gocorona'],
595,2020-03-18 17:21:10+00:00,1240327396110127104,1,War,"['coronavirusupdate', 'coronavirusindia']",
596,2020-03-18 17:19:27+00:00,1240326964587704321,1,Storm,['coronavirus'],
597,2020-03-18 17:16:10+00:00,1240326137894617089,1,Prison,"['covid19', 'coronavirusoutbreak']",
598,2020-03-18 17:10:00+00:00,1240324585683288066,1,War,['covid19'],
599,2020-03-18 17:06:54+00:00,1240323808461873154,1,War,"['covid2019', 'indiafightscoronavirus']",
600,2020-03-18 16:59:49+00:00,1240322026029477888,1,Barrier/Shield,"['covid19', 'covid2019india', 'covid']",
601,2020-03-18 16:59:41+00:00,1240321990113652736,1,Catalyst,"['covid2019india', 'corona']",
602,2020-03-18 16:57:47+00:00,1240321511740698624,1,War,['covid19'],
603,2020-03-18 16:56:50+00:00,1240321275144224768,1,War,['coronavirusindia'],
605,2020-03-18 16:56:25+00:00,1240321170068705280,1,War,['covid19'],
606,2020-03-18 16:54:48+00:00,1240320762805997569,1,War,"['coronavirusupdate', 'covid2019']",
607,2020-03-18 16:54:30+00:00,1240320685320237058,1,War,['covid2019india'],
608,2020-03-18 16:50:40+00:00,1240319723813736448,0,Prison,"['covid2019india', 'coronavirusindia']",
609,2020-03-18 16:38:13+00:00,1240316588491853825,1,Lesson/Teacher,"['covid2019india', 'covid2019']",
610,2020-03-18 16:34:54+00:00,1240315754647408642,0,Success/Challenge,['coronavirus'],
611,2020-03-18 16:33:54+00:00,1240315503454744577,1,War,"['congcoronapanic', 'covid19']",
612,2020-03-18 16:33:47+00:00,1240315474740523009,0,Monster,['covid'],
613,2020-03-18 16:32:43+00:00,1240315204803551232,1,War,"['covid19', 'coronavirus.']",
614,2020-03-18 16:29:08+00:00,1240314301333692417,0,Lesson/Teacher,['coronavirus'],
615,2020-03-18 16:15:57+00:00,1240310985333731328,1,Lesson/Teacher,"['covid19', 'coronavirusindia']",
616,2020-03-18 16:10:26+00:00,1240309597174239238,1,Storm,"['coronaviruschallenge', 'coronavirusoutbreak']",
617,2020-03-18 16:08:47+00:00,1240309180948312065,1,War,['covid2019india'],
618,2020-03-18 16:05:54+00:00,1240308455233052680,1,Catalyst,['socialdistancing'],
619,2020-03-18 15:55:31+00:00,1240305844937306112,1,War,['coronavirusindia'],
620,2020-03-18 15:53:23+00:00,1240305305218461696,0,Catalyst,"['covid19', 'socialdistancing', 'covid2019india']",
621,2020-03-18 15:51:28+00:00,1240304825033723906,0,Monster,"['covid2019', 'corona']",
622,2020-03-18 15:45:24+00:00,1240303295706480640,1,Stigma,['covid19'],
623,2020-03-18 15:33:03+00:00,1240300188826136577,1,Lesson/Teacher,['coronavirus'],
624,2020-03-18 15:27:27+00:00,1240298779749703680,1,War,['coronavirusindia'],
626,2020-03-18 15:01:35+00:00,1240292272526118920,0,War,"['covid2019india', 'corona']",
627,2020-03-18 14:56:18+00:00,1240290941878956032,1,Lesson/Teacher,['covid19'],
628,2020-03-18 14:53:43+00:00,1240290290730250241,0,Water/Wave/Tide,['khktcoronacampaign'],
629,2020-03-18 14:50:38+00:00,1240289516356694018,1,Darkness,"['covid19', 'coronavirusindia']",
630,2020-03-18 14:49:04+00:00,1240289122591232000,1,Lesson/Teacher,"['covid19', 'coronavirus', 'coronaoutbreak']",
631,2020-03-18 14:40:24+00:00,1240286939627941889,1,Storm,['covid'],
632,2020-03-18 14:30:10+00:00,1240284364237197312,1,Storm,"['covid2019india', 'coronavirusindia']",
633,2020-03-18 14:15:48+00:00,1240280750743674882,0,Luxury,['coronavirus'],
634,2020-03-18 14:15:02+00:00,1240280554223726599,1,War,['coronavirus'],
635,2020-03-18 14:13:14+00:00,1240280101423439872,0,War,['coronavirusindia'],
636,2020-03-18 14:08:56+00:00,1240279020068990978,1,War,['coronavirus'],
637,2020-03-18 13:53:44+00:00,1240275197178957825,1,War,['khktcoronacampaign'],
638,2020-03-18 13:46:57+00:00,1240273490353074176,1,Storm,['covid2019india'],
639,2020-03-18 13:45:22+00:00,1240273090187124736,1,Luxury,['covid19'],
640,2020-03-18 13:25:00+00:00,1240267965448302594,1,Monster,['killcorona'],
641,2020-03-18 13:06:42+00:00,1240263360165187585,1,War,"['covid19', 'coronavirus']",
642,2020-03-18 12:54:16+00:00,1240260231784828929,0,War,['coronavirus'],
643,2020-03-18 12:50:45+00:00,1240259346035965952,1,Storm,"['covid2019india', 'coronavirus', 'covidindia']",
644,2020-03-18 12:50:00+00:00,1240259156306563074,0,Monster,"['coronavirusoutbreak', 'coronavirusindia']",
645,2020-03-18 12:48:49+00:00,1240258860167737344,1,Storm,"['coronavirus', 'covid19']",
646,2020-03-18 12:46:23+00:00,1240258246134267905,1,Prison,"['coronavirusindia', 'covid2019']",
647,2020-03-18 12:20:52+00:00,1240251822981263360,1,War,"['covid', 'coronavirusindia', 'covidindia']",
648,2020-03-18 12:12:19+00:00,1240249674033967112,0,War,['covid'],
649,2020-03-18 12:08:00+00:00,1240248586945720321,0,Luxury,"['coronavirusindia', 'lockdownmumbai']",
650,2020-03-18 11:35:00+00:00,1240240282127306754,1,Water/Wave/Tide,['coronavirus'],
651,2020-03-18 11:22:39+00:00,1240237173095333888,0,Success/Challenge,['coronavirus'],
652,2020-03-18 11:00:07+00:00,1240231504594128898,0,Monster,"['coronavirusindia', 'lockdowntn']",
653,2020-03-18 10:50:12+00:00,1240229009138434048,1,Luxury,['coronavirusindia'],
654,2020-03-18 10:10:07+00:00,1240218921891794945,0,War,['coronavirus'],
655,2020-03-18 09:59:22+00:00,1240216214430834689,0,War,['register4covid19safeodisha'],
656,2020-03-18 09:39:59+00:00,1240211336900104193,1,Lesson/Teacher,['quarantine'],
657,2020-03-18 09:14:58+00:00,1240205041715142661,1,Storm,['coronavirus'],
658,2020-03-18 08:56:49+00:00,1240200473992364037,0,Luxury,['socialdistancingworks'],
659,2020-03-18 08:45:59+00:00,1240197748143489025,1,Prison,['coronavirus'],
660,2020-03-18 08:38:58+00:00,1240195983251836928,0,War,['coronavirus'],
661,2020-03-18 08:20:01+00:00,1240191213849817088,1,Luxury,['coronavirusindia'],
662,2020-03-18 08:10:38+00:00,1240188852540563456,0,Success/Challenge,['corona'],
663,2020-03-18 08:04:40+00:00,1240187348098281473,1,Journey,['covid19'],
664,2020-03-18 08:02:37+00:00,1240186832597336064,1,Lesson/Teacher,['coronavirus'],
665,2020-03-18 07:45:54+00:00,1240182628084379654,1,Storm,"['coronavirusindia', 'coronainpakistan', 'covidindia']",
666,2020-03-18 07:44:40+00:00,1240182317089341441,0,War,"['coronavirusindia', 'covidindia', 'corona']",
667,2020-03-18 07:36:08+00:00,1240180167672135680,1,Miracle,['coronavirus'],
668,2020-03-18 07:28:56+00:00,1240178359012741122,1,Lesson/Teacher,['covid-19'],
669,2020-03-18 07:28:17+00:00,1240178195871096833,0,Darkness,['covid19'],
670,2020-03-18 07:25:08+00:00,1240177402627493889,1,War,['coronavirus'],
671,2020-03-18 07:19:52+00:00,1240176074153234435,1,Luxury,['coronavirus'],
672,2020-03-18 06:56:48+00:00,1240170270133895169,1,Monster,"['covid19', 'covid19.', 'coronavirusinindia']",
673,2020-03-18 06:50:22+00:00,1240168649928761345,0,Lesson/Teacher,"['coronavirusupdate', 'coronavirus', 'covidindia']",
674,2020-03-18 06:36:49+00:00,1240165241411047424,1,Lesson/Teacher,['coronavirusindia'],
675,2020-03-18 06:23:45+00:00,1240161953248501760,1,Accident,['coronavirusoutbreak'],
676,2020-03-18 06:12:56+00:00,1240159230952259584,0,Luxury,['coronavirusindia'],
677,2020-03-18 05:50:10+00:00,1240153504032927748,1,War,"['indiafightscorona', 'covid2019', 'corona', 'covidindia']",
678,2020-03-18 05:43:37+00:00,1240151852416667649,0,Landscape,['coronavirus'],
679,2020-03-18 05:37:34+00:00,1240150331847311366,1,War,"['chinavirus', 'corona']",
680,2020-03-18 05:35:10+00:00,1240149727456477186,1,War,"['coronavirusindia', 'covid2019', 'coronavirus']",
681,2020-03-18 05:15:26+00:00,1240144759173373952,1,Catalyst,['covid19'],
682,2020-03-18 05:08:40+00:00,1240143057145790466,1,Darkness,['coronavirus'],
683,2020-03-18 05:05:40+00:00,1240142301608935426,0,Success/Challenge,['covidindia'],
684,2020-03-18 04:54:29+00:00,1240139489865076740,1,Monster,['covid-19'],
685,2020-03-18 04:49:38+00:00,1240138268177584130,1,Accident,"['covid19', 'coronavirusindia', 'covidindia']",
686,2020-03-18 04:44:13+00:00,1240136906018631687,1,Luxury,"['covid19', 'coronavirus']",
687,2020-03-18 04:34:07+00:00,1240134364694020103,0,War,"['coronavirusindia', 'covid19india', 'covid2019']",
688,2020-03-18 04:33:13+00:00,1240134136989433860,0,Lesson/Teacher,['coronavirusoutbreak.'],
689,2020-03-18 04:08:01+00:00,1240127794836901894,1,Prison,"['coronavirusindia', 'corona']",
690,2020-03-18 04:01:02+00:00,1240126037045973003,0,Accident,['coronavirus'],
691,2020-03-18 04:00:52+00:00,1240125996369674243,0,Luxury,['coronavirusindia'],
692,2020-03-18 03:56:32+00:00,1240124905460576261,1,War,['covid19'],
693,2020-03-18 03:54:18+00:00,1240124341783855104,0,Luxury,['coronavirus'],
694,2020-03-18 03:37:31+00:00,1240120119277297664,1,Monster,"['coronavirusupdate', 'covidindia', 'chinesevirus', 'covid', 'coronavirusindia', 'coronavirusoutbreak', 'coronaviruspandemic']",
695,2020-03-18 03:34:36+00:00,1240119387727724544,0,Accident,['coronaviruspanic'],
696,2020-03-18 03:32:41+00:00,1240118905370271744,1,War,"['socialdistancing', 'coronavirus']",
697,2020-03-18 02:59:10+00:00,1240110468426948608,0,Storm,"['covidindia', 'covid2019', 'coronaviruspandemic']",
698,2020-03-18 02:57:38+00:00,1240110082819387392,0,Catalyst,['covid19.'],
699,2020-03-18 02:48:04+00:00,1240107674630590465,0,Lesson/Teacher,"['covid', 'covidindia', 'coronaviruspandemic']",
700,2020-03-18 02:44:02+00:00,1240106659151671298,0,Prison,"['coronaviruspandemic', 'socialdistancing.']",
701,2020-03-18 02:41:20+00:00,1240105981599567875,1,Lesson/Teacher,['corona'],
702,2020-03-18 02:16:22+00:00,1240099697420713984,1,Success/Challenge,['coronavirus'],
703,2020-03-18 02:13:21+00:00,1240098940294324226,1,War,"['indiafightscorona', 'covidindia']",
704,2020-03-18 02:03:57+00:00,1240096571565281280,1,Storm,['coronavirus.'],
705,2020-03-18 01:55:37+00:00,1240094473591422976,0,Prison,['covid19'],
706,2020-03-18 01:49:21+00:00,1240092896528756737,1,Prison,['covid19'],
707,2020-03-18 01:36:05+00:00,1240089561457258496,0,Journey,['covid19'],
708,2020-03-18 01:29:03+00:00,1240087790450364418,0,War,['coronafighter'],
710,2020-03-19 13:52:21+00:00,1240637233385713664,0,Success/Challenge,['covid19.'],
711,2020-03-19 16:04:14+00:00,1240670426436472832,0,War,['indiafightscorona'],
712,2020-03-19 15:28:31+00:00,1240661434976964609,1,War,['janatacurfew'],
713,2020-03-19 15:27:55+00:00,1240661284749631488,1,War,['coronavirus'],
714,2020-03-19 23:49:25+00:00,1240787492388790272,1,Prison,['coronavirus'],
715,2020-03-19 23:36:16+00:00,1240784182353133570,0,Success/Challenge,"['covid19', 'coronavirusoutbreakindia']",
716,2020-03-19 21:33:19+00:00,1240753241350012928,1,Barrier/Shield,"['covid19', 'janatacurfew.']",
717,2020-03-19 21:24:03+00:00,1240750908482260994,0,Luxury,['covid19'],
718,2020-03-19 21:05:50+00:00,1240746325571821568,1,War,"['janatacurfew', 'coronavirusindia', 'curfew']",
719,2020-03-19 20:59:03+00:00,1240744616132923392,0,Monster,['coronavirusindia'],
721,2020-03-19 20:39:33+00:00,1240739710525308928,1,War,"['covid19india', 'modicoronamessage', 'corona', 'coronavirusoutbreakindia', 'corona', 'jantacurfew']",
722,2020-03-19 20:30:07+00:00,1240737336440139779,0,War,"['jantacurfew', 'janatacurfew', 'covid19india', 'coronavirusoutbreakindia']",
723,2020-03-19 19:57:30+00:00,1240729127134433280,0,Success/Challenge,"['indiafightscorona', 'jantacurfew']",
724,2020-03-19 19:39:17+00:00,1240724543880085504,0,Luxury,"['covid19india', 'covid_19', 'covid19on', 'covid', 'covid2019', 'corona', 'coronavirusinindia']",
725,2020-03-19 19:28:38+00:00,1240721863023591424,1,War,"['coronavirus', 'jantacurfew']",
726,2020-03-19 19:27:27+00:00,1240721566981394432,1,Prison,['janatacurfew'],
727,2020-03-19 19:16:51+00:00,1240718897721966593,0,Success/Challenge,"['indiafightscoronavirus', 'jantacurfew']",
728,2020-03-19 18:55:50+00:00,1240713609203744769,0,War,"['covid19', 'covid2019india', 'coronavirus']",
729,2020-03-19 18:54:16+00:00,1240713217074008064,0,Darkness,"['janatacurfew', 'coronavirus']",
730,2020-03-19 18:50:09+00:00,1240712178711187456,1,War,"['coronavirus', 'jantacurfew']",
731,2020-03-19 18:47:30+00:00,1240711512966062080,0,Luxury,"['pmmodioncorona', 'janatacurfew']",
732,2020-03-19 18:45:00+00:00,1240710881354190848,0,Luxury,['jantacurfew'],
733,2020-03-19 18:44:26+00:00,1240710742090944513,1,Lesson/Teacher,"['coronavirus', 'covid19.']",
734,2020-03-19 18:39:25+00:00,1240709479777185792,0,War,['janatacurfew'],
735,2020-03-19 18:36:53+00:00,1240708838912745478,0,War,['coronavirusupdates'],
736,2020-03-19 18:24:54+00:00,1240705826697797632,0,Lesson/Teacher,"['janatacurfew', 'coronavirusoutbreakindia']",
737,2020-03-19 18:23:18+00:00,1240705422975107073,1,War,"['allindiapubliccurfew', 'corona']",
738,2020-03-19 18:21:19+00:00,1240704921025925122,0,War,"['coronafighters', 'jantacurfew', 'covid19']",
739,2020-03-19 18:15:33+00:00,1240703472015536128,1,War,"['indiafightscorona', 'jantacurfew.']",
740,2020-03-19 18:12:05+00:00,1240702599881347072,1,War,"['covid2019india', 'covid19india', 'coronavirusindia', 'coronavirusoutbreakindia', 'janatacurfew']",
741,2020-03-19 18:10:34+00:00,1240702216203145216,1,War,['janatacurfew'],
742,2020-03-19 17:59:25+00:00,1240699409874083840,0,Accident,"['janatacurfew', 'coronavirus']",
743,2020-03-19 17:58:06+00:00,1240699078377263104,1,Lesson/Teacher,"['coronavirusupdate', 'covid']",
744,2020-03-19 17:53:18+00:00,1240697873949323264,1,War,"['coronavirus', 'jantacurfew']",
745,2020-03-19 17:49:00+00:00,1240696788715175936,1,Luxury,['indiafightscorona'],
746,2020-03-19 17:43:39+00:00,1240695444918812673,1,War,['coronavirus'],
747,2020-03-19 17:40:43+00:00,1240694704280240130,1,Success/Challenge,"['coronavirusupdate', 'coronavirusindia', 'coronavirusoutbreakindia']",
748,2020-03-19 17:38:47+00:00,1240694219649339392,0,War,"['coronavirus', 'jantacurfew']",
749,2020-03-19 17:37:15+00:00,1240693833941180418,1,War,"['pmmodioncorona', 'janatacurfew', 'chinesewuhanvirus']",
750,2020-03-19 17:37:03+00:00,1240693783416541187,0,War,['indiafightscorona'],
751,2020-03-19 17:33:10+00:00,1240692806898683904,0,Lesson/Teacher,"['janatacurfew', 'covid2019india']",
752,2020-03-19 17:31:31+00:00,1240692392165961728,0,War,"['corona', 'quarantine']",
753,2020-03-19 17:30:11+00:00,1240692055237464064,1,War,"['coronavirus.', 'janatacurfew']",
754,2020-03-19 17:29:09+00:00,1240691793701662721,1,War,"['fightcovid19', 'coronavirus', 'jantacurfew']",
755,2020-03-19 17:24:47+00:00,1240690696157147136,0,War,"['corona', 'jantacurfew']",
757,2020-03-19 17:19:41+00:00,1240689412314259462,1,War,"['coronavirusupdate', 'indiafightscorona', 'jantacurfew']",
758,2020-03-19 17:16:03+00:00,1240688497830199303,1,War,"['covid19', 'coronaviruspandemic', 'coronavirus', 'jantacurfew']",
759,2020-03-19 17:13:22+00:00,1240687824405331968,1,War,"['coronavirus--weaksauce', 'jantacurfew', 'modicoronamessage']",
760,2020-03-19 17:13:02+00:00,1240687740162699269,1,War,['jantacurfew'],
761,2020-03-19 17:10:25+00:00,1240687082340634624,0,Luxury,['janatacurfew'],
762,2020-03-19 17:07:26+00:00,1240686329303674881,1,Darkness,['janatacurfew'],
763,2020-03-19 17:05:56+00:00,1240685951262679046,0,War,['indiafightscorona.'],
764,2020-03-19 17:01:26+00:00,1240684819186499584,0,War,['janatacurfew'],
765,2020-03-19 16:55:50+00:00,1240683411603222529,0,Hammer,"['pmmodioncorona', 'janatacurfew']",
766,2020-03-19 16:54:50+00:00,1240683160515555330,1,War,['covid19'],
767,2020-03-19 16:54:46+00:00,1240683141129359360,1,War,"['covid2019india', 'covid19.']",
768,2020-03-19 16:53:22+00:00,1240682791102074881,1,War,['janatacurfew'],
769,2020-03-19 16:51:08+00:00,1240682228113235969,1,War,"['coronavirus', 'jantacurfew']",
770,2020-03-19 16:47:19+00:00,1240681268418756609,1,War,['covidindia'],
771,2020-03-19 16:46:41+00:00,1240681108095688705,1,War,"['coronafreebharat', 'coronawillbedefeated']",
772,2020-03-19 16:44:44+00:00,1240680615227174912,1,War,['coronavirus'],
773,2020-03-19 16:41:22+00:00,1240679771412918273,1,War,"['socialdistancing', 'coronavirus', 'jantacurfew']",
774,2020-03-19 16:40:05+00:00,1240679448652873729,1,War,['indiafightscorona'],
775,2020-03-19 16:37:31+00:00,1240678801895346176,0,War,['janatacurfew'],
776,2020-03-19 16:32:24+00:00,1240677513816244224,0,War,['indiafightscorona'],
777,2020-03-19 16:31:27+00:00,1240677272815677440,1,Success/Challenge,"['indiafightscorona', 'janatacurfew', 'coronavirus.']",
778,2020-03-19 16:29:22+00:00,1240676751040110592,1,War,['coronavirusoutbreakindia'],
779,2020-03-19 16:26:01+00:00,1240675907829784578,1,War,['indiafightscorona'],
781,2020-03-19 16:23:22+00:00,1240675241308766215,1,War,['coronavirus'],
782,2020-03-19 16:23:12+00:00,1240675198350876672,1,War,['corona'],
783,2020-03-19 16:22:40+00:00,1240675062824361984,1,War,['jantacurfew'],
784,2020-03-19 16:20:43+00:00,1240674571327377408,1,War,"['covid19india', 'covid19', 'janatacurfew']",
785,2020-03-19 16:18:01+00:00,1240673893355933696,0,Accident,['janatacurfew'],
786,2020-03-19 16:15:25+00:00,1240673237274525696,1,War,['coronavirusupdate'],
787,2020-03-19 16:13:16+00:00,1240672698176397314,1,War,['jantacurfew'],
788,2020-03-19 16:10:56+00:00,1240672111703646209,1,War,['janatacurfew'],
789,2020-03-19 16:09:22+00:00,1240671716587769856,1,War,['indiafightscorona'],
790,2020-03-19 16:07:36+00:00,1240671272272457728,0,War,"['socialdistancing', 'jantacurfew']",
791,2020-03-19 16:06:42+00:00,1240671046191071232,1,War,['jantacurfew'],
792,2020-03-19 16:06:34+00:00,1240671010627571712,0,War,['indiafightscorona'],
793,2020-03-19 16:05:42+00:00,1240670793173893121,0,War,"['indiafightscorona', 'coronavirusoutbreakindia', 'jantacurfew']",
794,2020-03-19 16:04:23+00:00,1240670461274488834,1,War,['coronafighters'],
795,2020-03-19 16:03:48+00:00,1240670316587659264,1,War,['corona'],
796,2020-03-19 16:02:51+00:00,1240670075746541568,1,War,['jantacurfew'],
797,2020-03-19 15:58:26+00:00,1240668964016939009,0,Lesson/Teacher,"['indiafightscorona', 'coronavirusoutbreakindia', 'jantacurfew']",
798,2020-03-19 15:58:00+00:00,1240668856428843008,1,War,"['covid19', 'janatacurfew..', 'corona']",
799,2020-03-19 15:57:52+00:00,1240668822744346625,0,Hammer,['janatacurfew'],
800,2020-03-19 15:57:31+00:00,1240668734517370882,0,Success/Challenge,['covid19.the'],
801,2020-03-19 15:56:26+00:00,1240668461577035777,1,Monster,['janatacurfew'],
802,2020-03-19 15:56:03+00:00,1240668366148210688,1,War,['indiafightscorona'],
803,2020-03-19 15:55:52+00:00,1240668320174469120,0,War,"['indiafightscorona', 'jantacurfew']",
804,2020-03-19 15:52:23+00:00,1240667441560055808,1,War,['jantacurfew'],
805,2020-03-19 15:51:30+00:00,1240667222558867456,1,War,"['coronavirusupdate', 'corona']",
806,2020-03-19 15:51:12+00:00,1240667146020990976,1,Success/Challenge,"['janatacurfew', 'coronavirus', 'covid2019india', 'modicoronamessage']",
807,2020-03-19 15:49:33+00:00,1240666730948485124,1,War,['jantacurfew'],
808,2020-03-19 15:49:19+00:00,1240666671146098688,1,War,"['janatacurfew', 'coronavirus']",
809,2020-03-19 15:48:07+00:00,1240666369802166272,1,Prison,"['covid2019india', 'covid19india', 'jantacurfew', 'covid', 'covid2019']",
810,2020-03-19 15:48:03+00:00,1240666354346110977,0,War,"['pmmodioncorona', 'indiafightscorona', 'jantacurfew']",
811,2020-03-19 15:46:33+00:00,1240665974124056577,1,War,"['coronavirus', 'coronapandemic.', 'jantacurfew']",
812,2020-03-19 15:46:28+00:00,1240665952192090112,0,Lesson/Teacher,"['janatacurfew', 'coronavirusoutbreakindia']",
813,2020-03-19 15:43:17+00:00,1240665153764380673,0,Success/Challenge,['indiafightscorona'],
814,2020-03-19 15:43:05+00:00,1240665103566946304,1,War,"['covid.', 'jantacurfew']",
815,2020-03-19 15:41:18+00:00,1240664653807546368,1,Prison,['jantacurfew'],
816,2020-03-19 15:40:36+00:00,1240664478657597441,0,War,['janatacurfew'],
818,2020-03-19 15:39:33+00:00,1240664214970093571,1,War,['jantacurfew'],
819,2020-03-19 15:38:14+00:00,1240663881111855105,1,War,"['corona', 'jantacurfew']",
820,2020-03-19 15:37:53+00:00,1240663792737894401,1,Storm,"['indiafightscorona', 'jantacurfew']",
821,2020-03-19 15:37:38+00:00,1240663732881063938,1,War,"['covid19', 'coronavirus', 'stayhomestaysafe', 'janatacurfew']",
822,2020-03-19 15:36:35+00:00,1240663465192116225,1,Success/Challenge,['indiafightscorona'],
823,2020-03-19 15:35:29+00:00,1240663188686770176,0,Luxury,"['coronavirus', 'jantacurfew']",
824,2020-03-19 15:34:42+00:00,1240662993022488577,0,War,['janatacurfew'],
825,2020-03-19 15:34:40+00:00,1240662983895699457,0,War,['covid2019india'],
826,2020-03-19 15:34:26+00:00,1240662925003481091,1,War,['covid19'],
827,2020-03-19 15:34:19+00:00,1240662897119735808,1,Prison,"['indiafightscorona', 'covid19']",
828,2020-03-19 15:33:59+00:00,1240662810444455944,0,Hammer,['jantacurfew'],
829,2020-03-19 15:33:19+00:00,1240662644693975040,0,Luxury,"['coronavirus', 'curfew']",
830,2020-03-19 15:33:10+00:00,1240662605477249024,1,War,"['coronavirus', 'jantacurfew']",
831,2020-03-19 15:32:50+00:00,1240662521305903104,1,War,"['corona', 'jantacurfew']",
832,2020-03-19 15:27:42+00:00,1240661232178216960,1,War,"['covid19', 'janatacurfew', 'indiafightscorona']",
833,2020-03-19 15:27:22+00:00,1240661146069135360,0,War,['indiafightscorona'],
834,2020-03-19 15:26:23+00:00,1240660901599956995,1,Success/Challenge,['coronavirus'],
835,2020-03-19 15:25:05+00:00,1240660573848666114,0,Prison,"['indiafightscorona', 'janatacurfew']",
836,2020-03-19 15:24:14+00:00,1240660359347724291,0,War,"['letsstrikeoncorona', 'corona']",
837,2020-03-19 15:23:32+00:00,1240660184030162944,1,War,"['coronavirus.', 'jantacurfew']",
838,2020-03-19 15:22:25+00:00,1240659902571278338,1,War,['pmforjantacurfew'],
839,2020-03-19 15:21:04+00:00,1240659560546869250,1,War,['indiafightscorona'],
840,2020-03-19 15:19:12+00:00,1240659090763689984,0,Hammer,['covid19'],
841,2020-03-19 15:18:54+00:00,1240659016306421761,0,War,"['covid19', 'janatacurfew', 'indiafightscorona']",
842,2020-03-19 15:17:36+00:00,1240658690211893249,1,Water/Wave/Tide,['indiafightscorona.'],
843,2020-03-19 15:16:47+00:00,1240658485546610688,0,Lesson/Teacher,['indiafightscorona'],
844,2020-03-19 15:16:21+00:00,1240658374179434496,1,War,"['corona', 'jantacurfew']",
845,2020-03-19 15:16:03+00:00,1240658300661714947,1,Prison,['janatacurfew'],
846,2020-03-19 15:15:55+00:00,1240658265366724608,1,Stigma,"['covid19', 'jantacurfew']",
847,2020-03-19 15:15:16+00:00,1240658101092487169,1,Monster,"['covid', 'fightcovid19']",
848,2020-03-19 15:14:36+00:00,1240657936218611712,1,War,['indiafightscorona'],
849,2020-03-19 15:13:59+00:00,1240657779599110144,1,War,"['coronavirusupdate', 'coronavirus.', 'corona', 'coronavirusoutbreakindia', 'jantacurfew', 'coronaalert']",
850,2020-03-19 15:13:35+00:00,1240657679833419776,1,War,"['coronavirusoutbreakindia', 'corona']",
851,2020-03-19 15:12:13+00:00,1240657336206680066,1,War,"['coronavirus', 'jantacurfew', 'covid2019.']",
852,2020-03-19 15:11:30+00:00,1240657154400325633,0,Freedom,"['indiafightscorona', 'stayhomestaysafe', 'coronavirusupdate']",
853,2020-03-19 15:10:31+00:00,1240656907833978880,1,War,"['coronavirusupdate', 'coronavirusindia']",
854,2020-03-19 15:10:28+00:00,1240656894647123969,0,Luxury,"['pmmodioncorona', 'indiafightscorona', 'coronavirusoutbreakindia']",
855,2020-03-19 15:09:32+00:00,1240656657492795394,0,Success/Challenge,"['pmmodioncorona', 'coronavirusoutbreakindia', 'indiafightscorona']",
856,2020-03-19 15:07:50+00:00,1240656231695388680,1,War,"['coronavirus', 'jantacurfew']",
857,2020-03-19 15:07:11+00:00,1240656066821517312,0,Luxury,['janatacurfew'],
858,2020-03-19 15:07:03+00:00,1240656033829122048,1,War,['pmforjantacurfew'],
859,2020-03-19 15:06:40+00:00,1240655937628549120,1,Prison,"['indiafightscorona', 'coronavirus']",
860,2020-03-19 15:06:13+00:00,1240655826412421120,1,War,"['indiafightscorona', 'coronavirus...']",
861,2020-03-19 15:05:31+00:00,1240655649320488960,1,War,"['coronavirusupdate', 'indiafightscorona', 'coronavirusoutbreakindia', 'jantacurfew']",
862,2020-03-19 15:05:10+00:00,1240655559365287937,1,War,['covid'],
863,2020-03-19 15:04:32+00:00,1240655400942231552,1,War,"['covid19', 'coronavirus?']",
864,2020-03-19 15:03:30+00:00,1240655140769546241,0,Lesson/Teacher,['indiafightscorona'],
865,2020-03-19 15:03:25+00:00,1240655120716541953,1,War,['corona.'],
